Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.53,11.78,-6.11,16.95,29.36,9.13,3.58,5.12,6.53,3.05,2.57
3-Year Average,14.73,13.27,4.44,7.07,12.41,18.19,13.5,5.92,5.07,4.89,
5-Year Average,12.3,13.17,9.65,9.8,11.5,11.62,9.93,12.44,10.37,5.46,
10-Year Average,9.96,10.22,8.13,7.92,10.92,11.96,11.54,11.04,10.08,8.44,
