Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,50.59,,,28.09,-34.47,-9.98,-15.21,41.44,-20.12,11.64,24.75
3-Year Average,30.06,,17.6,11.43,,-8.92,-20.62,2.58,-1.42,8.04,
5-Year Average,22.25,,18.9,13.01,6.42,-3.99,,-1.95,-10.79,-0.76,
10-Year Average,,,,,40.67,8.34,4.16,7.97,0.41,2.77,
