Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,262.5,-81.47,126.74,78.97,-27.79,11.9,21.28,3.33
3-Year Average,,,-5.77,,,15.06,-9.06,43.1,13.09,-0.67,
5-Year Average,,,12.2,24.68,-10.88,,,14.51,-9.48,31.8,
10-Year Average,,,45.55,,,,,13.35,6.24,8.38,
