Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,33.52,24.01,13.42,28.5,-8.09,57.82,26.59,-2.46,4.19,
Free Cash Flow Growth % YOY,,31.97,17.68,16.21,21.49,-13.62,64.84,26.52,-4.53,0.2,
Cap Ex as a % of Sales,1.73,2.12,3.42,3.01,4.32,4.47,5.36,5.54,5.63,5.4,6.8
Free Cash Flow/Sales %,18.86,20.3,20.85,22.16,21.48,16.08,23.96,24.66,22.42,17.94,18.18
Free Cash Flow/Net Income,1.55,1.73,1.49,1.7,2.1,1.55,3.08,2.64,2.04,3.21,1.6
