Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,61.54,,,794.57,-32.27,,,,,,
3-Year Average,,,-34.46,15.95,,,,,,,
5-Year Average,,,,,11.27,,,,,,
10-Year Average,,,,,,,,,,,
