Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,90.52,94.55,87.85,85.66,90.84,96.84,92.02,96.56,95.34
Gross Margin,,,9.48,5.45,12.15,14.34,9.16,3.16,7.98,3.44,4.66
SG&A,,,1.36,1.1,1.07,1.04,0.9,0.8,1.46,1.62,1.41
R&D,,,,,,,,,,,
Other,,,2.19,1.7,1.47,1.3,1.32,0.02,-0.49,0.06,0.06
Operating Margin,,,5.93,2.64,9.61,12.0,6.94,2.35,7.01,1.76,3.19
Net Int Inc & Other,,,-5.93,-1.66,0.5,-4.81,-0.15,1.72,-1.37,-1.41,-1.21
EBT Margin,,,,0.98,10.11,7.19,6.8,4.06,5.64,0.35,1.98
