Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,6.77,3.42,18.58,5.7,-10.74,5.73,23.29,-21.09,27.09,-41.65,
Free Cash Flow Growth % YOY,17.07,14.4,54.74,16.44,-19.93,-15.96,90.17,-39.51,-14.31,-54.32,
Cap Ex as a % of Sales,18.76,17.71,15.81,15.44,14.65,17.36,14.25,13.81,21.06,13.96,14.09
Free Cash Flow/Sales %,8.77,9.64,13.47,15.86,12.21,9.82,17.95,10.3,8.52,4.07,3.76
Free Cash Flow/Net Income,1.49,-4.28,2.97,6.63,5.63,13.0,1.88,1.36,0.63,0.39,0.29
