Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,992.0,,-973.0,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,18.43,12.24,15.11,20.27,26.02,30.85,27.05,22.07,22.31
Free Cash Flow/Sales %,,,3.66,11.09,14.67,7.75,2.86,-3.32,9.77,14.59,11.79
Free Cash Flow/Net Income,,,0.53,-22.0,1.96,2.45,0.34,-0.52,5.56,2.69,1.14
