Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-0.74,8.15,1.37,9.46,6.17,7.56,3.24,6.28,-4.43,13.92,7.78
3-Year Average,15.77,5.88,2.86,6.27,5.61,7.72,5.64,5.68,1.6,4.98,
5-Year Average,,-0.54,11.21,5.66,4.81,6.5,5.52,6.52,3.67,5.14,
10-Year Average,-1.72,-2.29,0.34,0.51,-2.86,,2.45,8.84,4.66,4.97,
