Key EPS %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,3.73,-58.33,,,-15.17,29.73,,,62.53,
3-Year Average,,14.26,-24.49,,-35.0,-17.62,,,26.04,,
5-Year Average,,24.57,,,-22.27,-24.73,-15.97,,,28.17,
10-Year Average,,22.36,12.58,,-0.6,-4.31,0.91,,-1.74,3.61,
