Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,21.48,10.77,0.46,7.26,11.52,37.58,-29.96,8.13,13.34,0.72,
3-Year Average,33.19,20.88,10.57,6.08,6.32,18.06,2.43,1.38,-4.96,7.27,
5-Year Average,27.48,25.77,21.33,13.74,10.09,12.86,2.98,4.5,5.66,3.53,
10-Year Average,27.94,23.65,21.08,18.44,17.78,19.95,13.81,12.6,9.62,6.76,
