Key Margins % of Sales,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,41.37,45.15,51.83,49.51,59.93,67.39,70.71,73.6,72.39,69.22,69.22
Gross Margin,58.63,54.85,48.17,50.49,40.07,32.61,29.29,26.4,27.61,30.78,30.78
SG&A,3.05,6.85,4.39,2.77,32.65,23.7,29.3,23.73,34.26,59.12,59.12
R&D,,,,,,,,,,,
Other,82.23,101.15,71.92,65.62,,,,,,,
Operating Margin,-26.66,-53.15,-28.14,-17.9,7.42,8.9,-0.01,2.67,-6.66,-28.34,-28.34
Net Int Inc & Other,2.71,1.98,0.76,0.21,,-0.02,0.32,0.2,0.89,1.69,1.69
EBT Margin,-23.95,-51.18,-27.38,-17.69,7.42,8.88,0.31,2.86,-5.76,-26.65,-26.65
