Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,505.65,-26.91,-25.14,166.11,61.25,2.09,25.34,-1.85,-47.97,-20.82,234.49
3-Year Average,,,49.09,13.34,47.55,63.62,27.31,7.89,-13.82,-26.05,
5-Year Average,,,,,70.05,19.11,32.67,40.06,1.05,-12.35,
10-Year Average,,,,,,,,,,22.09,
