Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,15.71,-49.81,135.14,23.46,-28.06,31.57,-7.95,-13.14,-21.91,-32.03,
Free Cash Flow Growth % YOY,14.29,-60.05,233.61,9.53,-33.85,41.58,-5.76,-17.3,-21.23,-24.59,
Cap Ex as a % of Sales,2.19,1.9,1.27,2.4,2.29,2.51,2.13,3.56,2.98,1.28,1.06
Free Cash Flow/Sales %,9.22,3.43,13.27,10.2,6.67,10.12,9.74,12.71,11.07,8.88,5.04
Free Cash Flow/Net Income,1.33,2.63,4.15,3.64,1.13,1.73,1.68,1.59,2.68,-2.01,-1.11
