Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-7.36,18.82,,,,-82.51,369.28,34.21,-2.75,-3.4,
3-Year Average,67.58,15.83,,,-31.28,,,3.28,82.96,8.03,
5-Year Average,62.96,53.5,,,-18.61,-41.68,-23.24,,,0.69,
10-Year Average,,,,,,2.53,12.3,11.97,-5.97,-9.47,
