Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-0.09,82.0,-87.55,128.37,-17.39,-46.62,4.75,-0.67,-56.01,151.54,
3-Year Average,26.44,55.21,-39.05,-19.72,-38.3,0.24,-22.7,-17.8,-22.93,3.2,
5-Year Average,22.24,,-14.46,1.23,-15.65,-25.58,-33.37,0.94,-27.39,-9.27,
10-Year Average,12.11,25.57,4.5,-3.69,,-4.62,,-7.08,-14.26,-12.52,
