Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,73.46,75.54,80.65,81.76,82.55,81.87,83.7,82.3,81.79,82.04,82.66
Gross Margin,26.54,24.46,19.35,18.24,17.45,18.13,16.3,17.7,18.21,17.96,17.34
SG&A,12.52,11.46,12.74,11.7,10.6,9.52,9.3,9.81,9.71,9.46,9.58
R&D,,,,,,,,,,,
Other,4.1,8.51,8.03,1.36,,,,,,,
Operating Margin,9.92,4.49,-1.42,5.19,6.85,8.61,7.0,7.9,8.49,8.51,7.76
Net Int Inc & Other,,,,-4.37,-3.86,-1.73,-1.43,-1.75,-1.26,-2.15,-1.81
EBT Margin,9.92,4.49,-1.42,0.82,2.99,6.87,5.57,6.15,7.23,6.35,5.95
