Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,79.69,-36.52,-25.57,21.47,15.15,3.07,4.68,-2.03,25.73,15.51,79.27
3-Year Average,34.75,4.12,-5.31,-16.9,1.35,12.97,7.5,1.87,8.84,12.47,
5-Year Average,32.34,6.61,2.94,0.41,3.5,-7.39,2.35,8.13,8.88,8.95,
10-Year Average,11.71,8.83,4.8,3.9,4.14,10.7,4.46,5.51,4.56,6.19,
