Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,16.36,-4.22,-20.89,75.23,43.67,-40.86,-36.95,-45.68,6.67,-4.58,
3-Year Average,16.57,5.31,-4.11,9.91,25.82,14.19,-18.78,-41.27,-28.51,-17.92,
5-Year Average,56.54,31.62,3.72,10.12,17.29,2.44,-5.78,-12.6,-20.86,-27.08,
10-Year Average,23.05,18.16,7.55,11.87,15.09,26.63,11.36,-4.79,-6.65,-7.52,
