Key Revenue %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,9.05,7.95,,2.05,4.16,8.68,11.69,7.09,197.34,4.19
3-Year Average,,6.44,7.24,5.56,3.6,,4.93,8.13,9.13,52.64,
5-Year Average,,5.62,6.1,6.08,5.53,4.57,4.71,,6.68,32.12,
10-Year Average,,,85.11,8.07,6.19,5.09,5.4,6.23,6.38,18.08,
