Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-60.26,46.24,39.71,16.32,23.98,5.84,24.48,4.34,-38.28,43.66,21.1
3-Year Average,-26.05,-11.92,-6.71,33.45,26.3,15.14,17.77,11.19,-7.1,-2.56,
5-Year Average,-8.69,-4.7,-3.75,2.12,3.21,25.54,21.56,14.67,1.02,4.04,
10-Year Average,-1.8,1.52,1.54,6.21,13.83,7.07,7.63,5.06,1.57,3.62,
