Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,625.0,,,,,
3-Year Average,,-74.7,,,-86.31,,,,,,
5-Year Average,,,,,-91.13,,,,,106.17,
10-Year Average,,-38.34,,,,-47.45,,,,-57.23,
