Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,173.78,-20.63,13.53,78.01,43.37,-21.78,41.4,-34.49,-47.85,69.44,
Free Cash Flow Growth % YOY,,,,1358.66,72.17,-29.06,23.83,,,,
Cap Ex as a % of Sales,39.09,46.09,17.76,6.78,3.49,4.68,9.02,24.77,47.23,27.78,15.85
Free Cash Flow/Sales %,-14.56,-28.57,1.74,18.48,25.27,18.33,20.81,-4.56,-33.18,-6.05,10.64
Free Cash Flow/Net Income,-1.99,-4.06,2.57,4.83,2.17,1.88,1.61,-0.34,-6.92,-1.12,1.7
