Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,79.27,9.87,-15.67,-8.71,2.55,-1.55,-3.09,9.07,-1.76,7.03,2.88
3-Year Average,60.97,50.36,18.43,-5.43,-7.58,-2.68,-0.72,1.34,1.27,4.68,
5-Year Average,46.88,43.56,31.04,21.22,9.23,-3.11,-5.51,-0.52,0.95,1.82,
10-Year Average,,,28.91,22.77,22.28,19.3,16.47,14.18,10.62,5.46,
