Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,85.71,25.38,17.79,5.21,17.33,27.0,14.62,-2.7
3-Year Average,,,,,,39.98,15.83,13.29,16.17,19.53,
5-Year Average,,,,,,,,27.62,18.28,16.18,
10-Year Average,,,,,,,,,,,
