Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,66.36,32.77,29.8,19.41,12.28,20.52,12.42,2.2,-0.14,-2.87,
3-Year Average,19.41,18.41,42.06,27.2,20.28,17.34,15.01,11.46,4.69,-0.29,
5-Year Average,19.26,20.65,24.02,20.81,30.9,22.73,18.71,13.17,9.2,6.08,
10-Year Average,26.39,24.71,23.94,34.6,21.12,20.98,19.68,18.47,14.86,17.84,
