Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,218.37,-31.41,-37.38,-31.19,,122.0,4.4,14.09,8.66,-24.13,
3-Year Average,-4.12,-18.68,10.99,-33.39,-23.95,13.46,,38.29,8.98,-2.02,
5-Year Average,11.02,-4.68,-17.66,-25.36,-1.63,-8.26,-0.49,11.77,,16.87,
10-Year Average,19.26,13.66,7.34,-2.1,-5.64,0.76,-2.58,-3.83,-4.15,7.06,
