Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,368.17,64.7,22.39,16.95,0.29,10.32,1.62,27.27,26.26,27.12
Free Cash Flow/Sales %,,-353.02,-74.65,-7.39,-13.06,48.22,30.78,63.17,40.57,46.33,43.14
Free Cash Flow/Net Income,96.51,2.97,1.1,-1.34,0.19,-0.74,0.48,1.06,0.41,0.48,0.36
