Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,70.65,68.22,69.72,71.24,72.59,71.43,68.8,69.45,69.63,68.98,68.96
Gross Margin,29.35,31.78,30.28,28.76,27.41,28.57,31.2,30.55,30.37,31.02,31.04
SG&A,20.44,18.03,29.89,21.8,20.48,21.21,21.33,21.25,23.82,26.23,26.2
R&D,,,,,,,,,,,
Other,0.38,18.87,-0.19,4.78,0.08,1.85,1.8,1.6,2.57,2.94,1.23
Operating Margin,8.53,-5.12,0.58,2.18,6.85,5.5,8.06,7.7,3.99,1.85,3.61
Net Int Inc & Other,-0.26,-0.01,-0.1,-0.36,-0.74,-0.56,-0.6,-0.18,-0.57,-0.21,-1.4
EBT Margin,8.26,-5.13,0.48,1.82,6.1,4.94,7.47,7.52,3.42,1.64,2.21
