Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,10.11,16.1,-76.03,-4.38,142.36,-30.0,32.05,28.75,-21.88,29.85,
Free Cash Flow Growth % YOY,6.66,8.1,-88.88,50.28,238.97,-27.33,35.52,32.16,-26.5,26.98,
Cap Ex as a % of Sales,0.85,1.51,1.11,0.57,0.51,0.29,0.32,0.31,0.35,0.43,0.43
Free Cash Flow/Sales %,5.93,6.65,0.67,0.84,2.52,1.81,2.47,3.12,2.08,2.2,2.2
Free Cash Flow/Net Income,0.8,1.54,1.95,0.34,1.07,0.93,1.0,1.14,0.71,0.81,0.81
