Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,48.39,25.22,23.61,33.15,20.25,20.7,17.15,16.63,12.77,-3.77,15.07
3-Year Average,48.67,36.6,31.94,27.26,25.55,24.56,19.36,18.15,15.5,8.17,
5-Year Average,53.3,46.97,38.44,33.21,29.75,24.5,22.85,21.43,17.46,12.34,
10-Year Average,,47.07,43.42,41.72,41.14,38.15,34.37,29.66,25.09,20.73,
