Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,20.59,43.64,50.74,35.81,35.11,36.5,34.98,32.9,32.13,30.11,35.85
Gross Margin,79.41,56.36,49.26,64.19,64.89,63.5,65.02,67.1,67.87,69.89,64.15
SG&A,13.51,12.78,10.82,9.88,9.06,9.28,8.91,8.78,8.37,7.54,8.74
R&D,,,,,,,,,,,
Other,55.47,48.09,47.03,43.96,46.21,49.62,47.5,46.8,54.85,62.6,45.95
Operating Margin,10.43,-4.51,-8.58,10.35,9.61,4.6,8.61,11.51,4.65,-0.25,9.45
Net Int Inc & Other,-10.43,8.73,15.86,15.16,40.32,8.64,-0.54,12.42,13.57,15.21,-1.8
EBT Margin,,4.22,7.28,25.51,49.92,13.24,8.07,23.93,18.22,14.96,7.66
