Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,21.32,53.29,-31.29,51.15,6.34,8.81,24.75,25.46,26.31,21.7,
Free Cash Flow Growth % YOY,14.55,74.95,-29.44,59.65,1.65,9.7,,,15.78,23.48,
Cap Ex as a % of Sales,8.96,6.73,3.78,3.67,4.99,4.73,50.62,2.97,5.97,6.36,15.63
Free Cash Flow/Sales %,23.22,31.45,20.77,30.78,29.23,29.34,-16.79,27.36,28.55,33.14,22.8
Free Cash Flow/Net Income,1.15,1.65,0.94,1.44,1.2,1.17,-0.62,0.9,0.87,1.02,0.77
