Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-7.49,-1.64,-45.99,27.29,58.9,4.25,0.43,10.94,0.62,-10.89,19.07
3-Year Average,10.13,2.12,-21.08,-12.23,2.99,28.23,18.49,5.12,3.88,-0.18,
5-Year Average,16.09,12.81,-6.63,-6.04,-0.12,2.3,2.72,18.63,13.18,0.82,
10-Year Average,8.47,6.61,-1.09,2.66,10.39,8.98,7.65,5.24,3.12,0.35,
