Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,,,,,,,,13.16,13.92,20.53,22.7
Days Inventory,,,,,,,,51.94,53.97,53.89,51.95
Payables Period,,,,,,,,60.21,62.97,65.49,59.28
Cash Conversion Cycle,,,,,,,,4.89,4.91,8.93,15.37
Receivables Turnover,,,,,,,,27.74,26.23,17.78,16.08
Inventory Turnover,,,,,,,,7.03,6.76,6.77,7.03
Fixed Assets Turnover,,,,,,,,1.16,1.08,1.0,1.17
Asset Turnover,,,,,,,,0.7,0.64,0.56,0.64
