Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,143.36,,,17.6,45.79,21.05,3.58,39.26,-10.5,40.45,163.67
3-Year Average,115.08,,68.89,32.53,,27.55,22.27,20.41,8.89,20.52,
5-Year Average,,,81.5,63.93,52.54,32.66,,24.52,17.9,17.03,
10-Year Average,,,,,,,,50.33,39.03,33.61,
