Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,35.55,38.18,6.51,20.77,11.46,-8.98,6.48,2.29,1.73,6.75,14.68
3-Year Average,17.32,28.42,25.89,21.13,12.76,7.0,2.6,-0.29,3.48,3.56,
5-Year Average,24.45,28.12,18.9,22.19,21.84,12.51,6.8,5.94,2.37,1.49,
10-Year Average,23.85,21.48,19.92,22.21,21.83,18.33,16.97,12.23,11.84,11.2,
