Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,60.96,6.2,-31.73,10.44,36.91,-32.33,4.22,77.56,1.95,22.12,
Free Cash Flow Growth % YOY,90.62,10.35,-32.94,11.6,48.75,-43.5,8.96,111.14,1.96,23.87,
Cap Ex as a % of Sales,2.63,2.21,2.04,1.97,1.59,2.01,1.81,1.4,1.41,1.5,1.36
Free Cash Flow/Sales %,8.85,8.9,7.55,7.66,10.13,5.21,5.54,12.2,12.23,15.07,12.81
Free Cash Flow/Net Income,1.2,1.38,1.37,0.33,25.38,1.57,0.72,1.6,1.21,1.36,0.7
