Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,271.43,-98.97,,,,45.0,-24.14,36.36,3.33,12.05,60.0
3-Year Average,539.17,47.36,,-82.76,-20.63,,3.23,14.47,2.25,16.45,
5-Year Average,249.3,47.39,,9.86,-54.71,-62.48,-11.27,,9.16,11.67,
10-Year Average,,,,,,14.48,14.36,7.22,9.51,-28.89,
