Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,-32.1,68.52,-60.87,47.34,-39.25,-12.6,
3-Year Average,-18.06,,,-3.36,,,-23.5,-0.95,-29.51,-7.86,
5-Year Average,-3.99,,,-12.4,,0.65,,,-16.71,-12.4,
10-Year Average,12.99,,,-0.59,-3.1,-1.7,-13.53,-10.56,-14.59,,
