Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,34.24,38.78,49.33,47.14,47.44,51.88,44.85,45.72,49.16,42.62,41.2
Gross Margin,65.76,61.22,50.67,52.86,52.56,48.12,55.15,54.28,50.84,57.38,58.8
SG&A,12.75,5.2,12.96,17.23,11.59,8.93,6.89,5.65,8.24,9.77,8.64
R&D,,,,,,,,,,,
Other,46.09,77.9,70.17,32.92,31.39,27.29,53.1,33.32,73.27,22.01,18.15
Operating Margin,6.91,-21.88,-32.47,2.7,9.57,11.89,-4.85,15.31,-30.68,25.6,32.01
Net Int Inc & Other,-57.9,28.79,-42.14,-13.71,15.32,-4.87,-9.62,-6.8,-9.91,-10.09,-6.37
EBT Margin,-50.99,6.91,-74.61,-11.0,24.89,7.02,-14.47,8.51,-40.58,15.51,25.64
