Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,7.94,5.06,-55.95,97.69,-5.44,5.05,91.98,-16.89,15.6,-27.12,
Free Cash Flow Growth % YOY,9.58,-0.29,,,-45.56,39.28,277.89,-46.93,24.37,-59.19,
Cap Ex as a % of Sales,3.93,4.08,4.73,4.05,4.72,4.6,4.03,6.14,7.94,8.29,5.87
Free Cash Flow/Sales %,4.45,4.14,-0.11,3.59,1.75,2.57,9.67,5.04,7.47,3.09,5.36
Free Cash Flow/Net Income,0.82,4.1,-0.07,0.83,0.38,1.24,1.15,0.78,0.47,0.34,1.07
