Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,12.95,4.75,0.4,8.37,11.14,1.55,-2.53,5.31,2.91,0.17,-4.34
3-Year Average,15.75,11.3,5.91,4.46,6.54,6.94,3.23,1.39,1.84,2.77,
5-Year Average,18.13,15.15,10.28,8.45,7.43,5.17,3.66,4.65,3.58,1.45,
10-Year Average,36.96,28.02,21.95,16.63,13.38,11.46,9.25,7.43,5.99,4.39,
