Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,-1.42,-8.66,71.95,-58.83,39.63,132.74,17.55
3-Year Average,,,,,,,15.69,-13.53,-0.39,10.19,
5-Year Average,,,,,,,,,-2.3,16.01,
10-Year Average,,,,,,,,,,,
