Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-79.38,,,256.67,68.22,43.33,10.47,24.91,7.87,27.86,-30.77
3-Year Average,-44.01,,-42.76,48.01,,104.88,38.62,25.52,14.17,19.88,
5-Year Average,-20.67,,-30.72,-8.63,2.38,50.88,,64.01,29.12,22.23,
10-Year Average,,,-1.53,,10.89,9.41,7.44,6.59,8.62,11.87,
