Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.34,-1.95,-6.54,24.19,23.79,-1.22,-1.19,6.0,-0.92,7.28,2.35
3-Year Average,3.87,-1.08,-0.24,4.4,12.84,14.94,6.51,1.14,1.24,4.06,
5-Year Average,7.45,4.51,0.53,2.36,8.82,6.83,7.0,9.73,4.88,1.92,
10-Year Average,4.34,3.65,1.8,2.61,7.36,7.14,5.75,5.03,3.61,5.32,
