Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-3.14,-56.05,-14.77,-25.2,210.53,-8.47,91.11,-66.47,36.42,394.92,-33.93
3-Year Average,31.82,-18.87,-28.67,-34.56,25.57,28.58,75.78,-16.3,-4.39,31.3,
5-Year Average,23.5,-0.79,-3.01,-19.38,-3.36,-4.45,28.2,6.38,19.96,31.68,
10-Year Average,14.44,6.22,1.04,-5.49,8.05,8.63,12.78,1.57,-1.66,12.81,
