Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.89,-21.12,-8.63,13.36,10.02,-52.03,214.87,,,82.18,
3-Year Average,10.27,-1.8,-6.1,-6.52,4.45,-15.74,18.45,,38.3,15.24,
5-Year Average,11.94,3.06,-0.68,-0.39,0.64,-15.49,11.47,,6.9,18.25,
10-Year Average,13.3,9.15,5.55,7.45,9.22,-2.74,7.18,,3.19,9.09,
