Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,81.14,82.88,98.62,95.05,90.6,92.21,92.6,91.24,93.22,87.5,86.96
Gross Margin,18.86,17.12,1.38,4.95,9.4,7.79,7.4,8.76,6.78,12.5,13.04
SG&A,3.48,3.02,3.11,2.09,2.2,2.34,2.46,2.47,2.79,3.68,3.53
R&D,,,,,,,,,,,
Other,,0.98,1.23,1.17,,,0.07,,,,
Operating Margin,15.38,13.12,-2.96,1.69,7.2,5.45,4.87,6.29,3.98,8.82,9.5
Net Int Inc & Other,-1.8,,-0.74,,-0.95,-1.06,-0.72,-0.86,-2.51,-0.81,-0.7
EBT Margin,13.58,13.12,-3.7,1.69,6.25,4.39,4.15,5.44,1.47,8.01,8.8
