Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,10.54,0.88,9.9,7.5,11.32,6.22,2.51,6.79,2.5,2.86,4.87
Free Cash Flow/Sales %,46.01,65.94,143.74,-60.61,-379.92,-179.88,30.11,-40.79,6.34,-212.8,-427.07
Free Cash Flow/Net Income,-5.3,2.52,5.16,-2.15,-19.41,-8.56,1.2,-1.45,0.27,-19.38,-10.88
