Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.38,-23.41,16.77,60.4,-16.54,43.78,11.95,-6.75,-14.01,5.31,11.63
3-Year Average,11.41,-4.91,-0.43,12.78,16.06,24.39,10.34,14.5,-3.53,-5.48,
5-Year Average,14.7,9.34,4.34,10.0,5.73,11.48,20.27,14.98,1.5,6.33,
10-Year Average,11.02,13.0,10.88,13.27,10.52,13.07,14.67,9.53,5.66,6.03,
