Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,662.0,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,429.1,,,,0.22,8.81,6.56,0.5,1.3,1.3
Free Cash Flow/Sales %,,,,,,9.76,30.36,31.9,71.01,48.27,48.27
Free Cash Flow/Net Income,1.14,-0.35,-0.31,-1.02,1.51,0.85,0.94,0.64,0.21,0.83,0.83
