Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,62.94,63.8,62.83,70.22,67.77,65.46,63.63,62.39,59.72,57.69,54.69
Gross Margin,37.06,36.2,37.17,29.78,32.23,34.54,36.37,37.61,40.28,42.31,45.31
SG&A,,,,,24.02,25.0,26.29,26.86,28.06,29.73,32.51
R&D,,,,,,,,,,,
Other,37.44,36.58,32.58,22.74,,,,,,,
Operating Margin,-0.38,-0.39,4.58,7.04,8.21,9.54,10.08,10.74,12.22,12.58,12.79
Net Int Inc & Other,-2.75,-4.53,-5.03,-3.88,-2.77,-1.76,-1.23,-1.06,-2.12,-2.69,-3.01
EBT Margin,-3.12,-4.91,-0.44,3.17,5.43,7.79,8.85,9.68,10.1,9.89,9.78
