Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,45.42,56.89,44.8,39.66,41.93,43.53,42.09,43.18,38.98,37.0,36.85
Gross Margin,54.58,43.11,55.2,60.34,58.07,56.47,57.91,56.82,61.02,63.0,63.15
SG&A,18.52,27.31,19.85,11.64,11.75,13.64,13.14,14.46,12.71,11.19,10.89
R&D,16.26,24.43,18.1,12.16,14.28,17.16,18.42,18.86,16.13,15.14,14.72
Other,,29.39,,,,,,,,,
Operating Margin,19.8,-38.02,17.25,36.54,32.04,25.67,26.36,23.5,32.18,36.67,37.54
Net Int Inc & Other,2.41,-1.62,-1.26,-1.58,-1.33,-1.37,-1.28,-8.07,-3.43,-2.96,-2.75
EBT Margin,22.22,-39.63,15.99,34.96,30.71,24.29,25.07,15.43,28.76,33.71,34.8
