Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.71,38.3,15.64,6.21,-15.66,36.63,20.29,0.9,35.22,13.02,2.99
3-Year Average,15.93,10.0,22.06,19.32,1.18,6.97,11.5,18.37,17.96,15.53,
5-Year Average,,18.2,20.03,10.33,10.25,14.38,11.23,8.24,13.59,20.44,
10-Year Average,16.98,16.95,16.03,16.39,14.64,,14.66,13.98,11.95,15.24,
