Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.24,,,-2.87,108.23,-40.79,75.69,-60.22,69.01,-3.62,
3-Year Average,,,-14.21,-18.0,,6.19,29.39,-25.48,5.71,-13.46,
5-Year Average,,,,-10.15,5.01,-7.43,,-3.49,7.81,-7.58,
10-Year Average,,,13.74,16.32,,,16.54,,-1.58,-1.49,
