Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,427.0,196.0,,
Cap Ex as a % of Sales,13.5,8.37,5.65,4.07,6.18,7.89,8.18,9.83,10.81,10.51,11.58
Free Cash Flow/Sales %,15.35,-22.17,3.86,8.82,2.66,4.19,5.82,5.77,5.52,10.51,7.85
Free Cash Flow/Net Income,2.35,-13.73,4.04,2.33,2.34,1.7,1.37,0.95,0.5,0.96,0.78
