Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,126.67,79.41,24.59,3.95,48.1,-27.35,-45.88,-169.57
3-Year Average,,,-22.72,,,71.75,32.45,24.25,3.8,-16.5,
5-Year Average,,,-21.52,-1.46,7.84,,,50.81,20.11,-5.49,
10-Year Average,,,-2.74,2.44,23.23,4.92,4.67,6.32,8.04,1.43,
