Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,65.28,-18.56,54.12,3.93,-73.43,279.95,-4.06,-51.82,109.75,7.42,
3-Year Average,,2.51,27.54,9.26,-24.78,1.61,-1.06,20.65,-1.03,2.77,
5-Year Average,11.11,,,11.52,-10.55,5.66,9.18,-13.48,-0.43,31.66,
10-Year Average,10.63,8.09,,4.62,-8.61,8.35,,,5.38,8.52,
