Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.71,1.77,-14.29,32.52,,-5.21,38.84,17.95,1.98,-2.13,24.11
3-Year Average,11.22,12.05,-0.27,4.95,4.34,7.9,9.58,15.78,18.64,5.59,
5-Year Average,8.91,9.42,3.71,9.83,5.62,1.85,8.37,15.52,9.62,9.15,
10-Year Average,3.55,4.21,4.86,10.33,10.51,5.32,8.89,9.46,9.72,7.37,
