Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.49,7.16,-9.82,2.66,7.11,-0.83,8.52,3.95,-13.83,2.04,4.93
3-Year Average,13.51,11.16,3.43,-0.26,-0.28,2.93,4.85,3.81,-0.94,-2.95,
5-Year Average,14.18,13.59,7.16,4.92,4.0,1.05,1.31,4.23,0.64,-0.33,
10-Year Average,8.38,8.61,8.3,7.56,7.63,7.42,7.27,5.69,2.76,1.81,
