Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,160.43,-45.07,-88.41,,-56.2,33.47,8.01,-40.53,,
3-Year Average,,39.34,-14.93,-45.07,0.61,-6.71,110.68,-14.21,-5.0,,
5-Year Average,,,,-29.66,2.68,3.04,-9.85,3.2,43.13,,
10-Year Average,,1.97,5.05,,,-7.84,,,0.34,,
