Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,80.0,223.53,,,,,-81.18,268.75,118.64,-16.28,-40.0
3-Year Average,40.05,69.3,,,-78.38,,,127.66,14.92,88.99,
5-Year Average,44.84,88.14,,,-43.26,-11.09,-49.66,,,84.88,
10-Year Average,9.81,26.02,,,-15.52,13.48,-2.68,0.58,2.38,2.42,
