Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,7.16,3.18,4.63,5.51,3.51,2.87,11.73,7.66,23.12,3.83,-2.29
3-Year Average,7.39,5.77,4.98,4.44,4.55,3.96,5.96,7.36,13.99,11.24,
5-Year Average,12.6,9.46,5.98,5.49,4.79,3.94,5.6,6.21,9.54,9.61,
10-Year Average,14.44,13.41,12.02,11.44,9.59,8.18,7.51,6.09,7.49,7.17,
